Longitude,Latitude,Count
-0.1379300625168675,51.5134177058694,3
-0.13788303855649509,51.51336139328634,2
-0.13785286884146797,51.51331704242587,1
-0.1378119124532513,51.513262123112646,1
-0.13776678476580206,51.513203970169656,4
-0.1375368999211117,51.51318354550031,2
-0.13820043673630367,51.513359180221684,2
-0.13804495968754768,51.51332802895523,2
-0.13827610852236868,51.51332295131203,3
-0.1382234449424308,51.513426666349524,2
-0.13833699525836124,51.513381182687986,2
-0.13856267118074042,51.513462335900385,1
-0.13842555407664273,51.513215921970996,3
-0.138378403710682,51.5131694420451,1
-0.13833710979458563,51.513116468363684,4
-0.13864541188161097,51.51323960507672,1
-0.13869786509489118,51.51316441449612,1
-0.13792423943728974,51.51317817756867,1
-0.13786487002444406,51.51311119141345,4
-0.13781144206251686,51.51305543099523,3
-0.13876188195073563,51.51344132616313,2
-0.13879879997196456,51.51359241425711,1
-0.13904464414691853,51.51340233176155,2
-0.13896972775718575,51.51337956630955,2
-0.13886338220808184,51.51341077496413,2
-0.13875245449256537,51.51364144615244,1
-0.13880811720639788,51.51369342040291,1
-0.1388559850834314,51.513744868998735,3
-0.13888682389126217,51.51367609357731,1
-0.139239317363135,51.51358964367246,1
-0.13932123192039622,51.513663069728196,1
-0.13931595453154752,51.51350230617806,1
-0.13961591630383066,51.51358256166423,2
-0.1397192695173161,51.51354130959995,2
-0.14007377002492682,51.51329753720197,1
-0.13909397674226134,51.51329051901715,1
-0.13969715150988363,51.513013326883176,1
-0.13932704220040545,51.512964753136664,1
-0.13931734656067596,51.51289324444099,2
-0.13918677788572517,51.512964152058615,8
-0.13903589954179082,51.51302483316615,2
-0.1392090708429572,51.51302666924319,1
-0.1384269682272625,51.512830955585954,1
-0.13862404832996794,51.51288455445097,1
-0.13809569723899182,51.512526455018275,1
-0.1380345250407016,51.51246522570059,1
-0.13798351691751168,51.51242819517629,4
-0.13806482018260002,51.51241464368461,1
-0.13819373110820057,51.51250955300515,1
-0.13781763909243974,51.5123779629706,1
-0.13765583517285118,51.5124468777166,1
-0.13758421009953017,51.512491083801216,4
-0.13765026678923614,51.51237351721893,1
-0.13744964391137643,51.51233945927076,1
-0.13737591885428785,51.51236413696301,1
-0.13732714156946446,51.512318652685444,1
-0.13697985359112202,51.51254041267247,1
-0.13718042962068824,51.512648593620455,2
-0.13705221521377497,51.51269240373669,1
-0.1376952424881958,51.51295654272137,1
-0.1375329269133248,51.512764672071164,1
-0.13741898640758682,51.51278012872767,2
-0.1373676441051406,51.5127261756299,1
-0.1373248589430142,51.51268121470172,1
-0.13753067929705923,51.5129138875437,2
-0.13756166787989701,51.513046410757504,2
-0.13746592160316515,51.513073613379014,1
-0.137386027650991,51.513087158763405,2
-0.13730586391006572,51.513121723515425,3
-0.13708888029041713,51.51318703152475,1
-0.13699646615970543,51.513214458519855,4
-0.13685892556264387,51.513249360479044,15
-0.1367775900803929,51.51327122327431,3
-0.136705171796666,51.51329999878024,4
-0.13649350000592403,51.513159495253795,5
-0.13632956782021713,51.51301590029797,2
-0.1364235128840861,51.512921256695364,1
-0.13652331258165934,51.5128901208211,2
-0.1365994232232855,51.5128594907412,1
-0.1366988624082406,51.51283043416717,1
-0.13681856740095508,51.51278170683331,1
-0.13697267949024278,51.51272898883992,1
-0.13635848073461213,51.51286848344768,1
-0.13662986642122574,51.51272269588547,1
-0.13658437969820575,51.51265441105009,1
-0.13642252133548982,51.51271291730003,1
-0.13634505947924327,51.512615126583434,1
-0.1364373821695861,51.51249092088333,1
-0.13637721444499268,51.512448994573575,1
-0.1361968442057595,51.51246466665654,1
-0.13614152344303895,51.512413136044486,1
-0.13610165036273894,51.51235802176475,2
-0.13603015626404674,51.51227147830852,1
-0.13630973020270312,51.51235509717123,1
-0.13594037731756928,51.51199096396296,4
-0.13585779238116658,51.51208253249081,2
-0.13580002989882947,51.51203083697942,1
-0.1357167199888674,51.51196970849501,4
-0.13511915816197703,51.51188159608176,4
-0.13514437187888945,51.512049822305585,1
-0.13539383783049927,51.512250138456494,4
-0.13540915483102756,51.512161741624865,1
-0.13547206618056998,51.51221224279709,1
-0.13576543298301375,51.512572793467406,2
-0.13587125575946346,51.51257530652469,1
-0.1359756256749407,51.51267177731923,2
-0.13603286096459308,51.51272652095681,3
-0.13611511633417575,51.51279374563397,1
-0.13618020783346232,51.51284593534801,4
-0.13608296630083563,51.5128794651331,1
-0.13613940975549435,51.51293878099177,1
-0.13532867132841497,51.512765255746366,7
-0.13512205339476255,51.512843942798746,3
-0.13464466583711776,51.512532002715304,8
-0.13452150256354609,51.51219764768032,1
-0.13496685089274016,51.512214727212,1
-0.13509809212584592,51.513153551106114,5
-0.134393534010057,51.513055997295446,8
-0.13450520606968813,51.513165421067484,2
-0.13443675930557714,51.513097816892326,1
-0.13459356113714138,51.5132380734678,1
-0.1346404348307655,51.51329310684379,2
-0.13470864356960624,51.51337922012061,1
-0.1347561521923326,51.51343059122248,2
-0.1352443429482877,51.51347464274946,2
-0.13489725614518408,51.51342158588429,3
-0.1351578867007031,51.51352809096043,1
-0.1353441228276141,51.513481374257715,2
-0.13506333960960212,51.51359396096378,2
-0.1358009090257015,51.51322690021808,3
-0.13576156884993873,51.51317978566973,1
-0.13574015413736565,51.51313202782922,2
-0.13564489702483623,51.51304779556035,1
-0.1356016706093561,51.51300597636714,1
-0.1355013384804648,51.5128824985023,1
-0.1358320797672759,51.51326975859301,1
-0.1360487701935001,51.51345851375332,3
-0.13613958761305692,51.51343129448746,3
-0.13622778749437972,51.51340204605787,3
-0.13499928025779134,51.5125929784921,3
-0.13479290335167757,51.51258461233835,1
-0.13489609279980785,51.51255452374097,2
-0.1349999167354488,51.51252077280401,1
-0.13348282768440417,51.51313719168814,1
-0.13326517942173283,51.51322809894674,1
-0.13329611760392412,51.51315238039488,2
-0.13293347854089063,51.51325758571993,1
-0.13399801959190694,51.51354410816427,1
-0.13404186860325995,51.513626108149566,1
-0.1341560839368282,51.51363710808861,2
-0.13409122619744981,51.51352405012843,2
-0.1342722655600634,51.513819496693685,1
-0.13422023817903708,51.51372377144449,1
-0.13470403595608793,51.51370371942883,1
-0.13478229072979947,51.51383085441583,1
-0.13501043910465588,51.51391540796019,1
-0.1349231650923862,51.51359664828941,1
-0.13488465589001417,51.514032070482116,1
-0.13421233380690578,51.51389120084512,5
-0.13413520896764547,51.513757554899705,1
-0.13436414231147764,51.5140647662569,1
-0.13444671976924077,51.51414612689785,2
-0.13447936578884992,51.514200917865196,2
-0.1346577718850263,51.51422996870132,1
-0.1343672434082303,51.514318636846795,1
-0.13417863437738403,51.51437705994487,1
-0.13415976148721986,51.51435722594739,1
-0.13406870204435292,51.51438201617922,2
-0.1340851246162831,51.51440168486068,2
-0.13382141307161613,51.514521548730066,5
-0.1339222740776072,51.5144974200422,1
-0.13384975989294665,51.514472419819775,1
-0.13372525637965446,51.514504233426315,1
-0.13374531987106197,51.51454580186282,1
-0.13367571712425994,51.51456121260684,4
-0.133563464723882,51.51459385271702,1
-0.13346651300869306,51.51458112370206,2
-0.13339286983262413,51.51460554193526,1
-0.13447411849202304,51.51583448570543,1
-0.13525898420570873,51.51519477029088,1
-0.1353952981463419,51.51514890360394,1
-0.13602221148990504,51.51481826976543,1
-0.13680407567420322,51.514843477585686,3
-0.13658331909645652,51.51491368431452,1
-0.13565293240731155,51.51449551956075,1
-0.13557791385498302,51.514743246802645,2
-0.13485960941300043,51.514467027846365,1
-0.13468954324665117,51.51445305104512,1
-0.13481823108636826,51.514844669782,1
-0.13570351484438614,51.51438880637657,1
-0.13556131029303592,51.51439923604908,1
-0.13564864867232349,51.51433504808957,2
-0.13541514479874625,51.51422418730872,1
-0.13557631634570108,51.51422004306117,1
-0.1353566362452802,51.51414515463042,2
-0.13547537214974545,51.514108113482436,3
-0.1362260721129233,51.51435898528112,2
-0.13632809067918245,51.51432582129102,1
-0.13622210624310632,51.514543928709514,1
-0.13611740808763334,51.51456940331537,1
-0.13603028460700728,51.514586051954346,1
-0.136266471337188,51.51461199546114,1
-0.13642132173871083,51.514574886556595,2
-0.1369345238294008,51.51450688568624,3
-0.13693077054905856,51.514273867518924,3
-0.13679917559374974,51.51429252285248,1
-0.1367795629782194,51.51405843495337,1
-0.1366958703415355,51.51414789811802,3
-0.13671215761984237,51.513961282976716,1
-0.13612319840284526,51.5140266753025,1
-0.13595827642081915,51.514075618614356,1
-0.13588262011894087,51.514095543515424,1
-0.13578767440296485,51.51413418993582,2
-0.13584936711685927,51.514033229154045,2
-0.13600818072889387,51.513996388200354,4
-0.13609873233970424,51.51395994805269,5
-0.13616956604372238,51.51394470340833,2
-0.1354850223740419,51.51382093658211,5
-0.13537399973135972,51.51399865776739,5
-0.13558178914555286,51.513794927529034,3
-0.1356789844935746,51.513766444458604,3
-0.13581443626727133,51.51372552494766,1
-0.1359045587860789,51.51369155886806,5
-0.13599210920342403,51.51367243631845,4
-0.13621682526215,51.51360249795118,4
-0.13657870563213392,51.513481742913804,1
-0.13667504250750434,51.513458206833604,4
-0.13676430666752834,51.51342918791645,1
-0.13687693166400042,51.51340424747063,3
-0.13695290753588274,51.51335931502465,2
-0.13723045230306435,51.51337803487231,1
-0.13665050546437724,51.51385450487397,2
-0.13650262318316483,51.513874564083125,1
-0.13736654985892316,51.513564916392575,1
-0.13742184590531512,51.51361619997423,2
-0.13747221452245598,51.51374223665592,3
-0.13830007443970932,51.51391820769634,1
-0.1373626233231037,51.51377239075125,1
-0.13799507795329824,51.5135021892142,4
-0.1381392170606258,51.51371213768883,2
-0.13823930253949826,51.51364380185846,2
-0.13827177510957242,51.5137110657696,1
-0.13808275640695178,51.51406123157848,5
-0.1379116415416031,51.51474798628448,3
-0.137707067954352,51.514794257998005,2
-0.13710769905138112,51.514526074558034,3
-0.13706451488742727,51.51470586991035,2
-0.13847350060974908,51.51231091080844,1
-0.13812311783749898,51.511998453365074,1
-0.13776210678076414,51.5118557126788,1
